lat,lng,user,text,bot_request_message,time,file_id,filename,username,first_name,file_path
40.4734,17.252144,69668132,"ciao a tutti",419,"2015-10-17 15:51:49 ",AgADBAADGagxGyQNJwRY7vM7_ZNggfw3cTAABMT-zld0DJ6A5SkBAAEC,"",piersoft,Piersoft,photo/file_0.jpg
40.475078,17.313836,69668132,"criticità",518,"2015-10-17 16:32:04 ","","",piersoft,Piersoft,""
40.505198,17.265444,69668132,"prova 34",523,"2015-10-17 16:37:04 ","","",piersoft,Piersoft,""
